,ds,y,yhat1,yhat2,yhat3,yhat4,yhat5,yhat6,yhat7,yhat8,yhat9,yhat10,yhat11,yhat12,yhat13,yhat14,yhat15,yhat16,yhat17,yhat18,yhat19,yhat20,yhat21,yhat22,yhat23,yhat24,yhat25,yhat26,yhat27,yhat28,yhat29,yhat30,ar1,ar2,ar3,ar4,ar5,ar6,ar7,ar8,ar9,ar10,ar11,ar12,ar13,ar14,ar15,ar16,ar17,ar18,ar19,ar20,ar21,ar22,ar23,ar24,ar25,ar26,ar27,ar28,ar29,ar30,trend,season_yearly
138,2023-08-23,3078.4021,3120.624267578125,3097.96630859375,3108.435791015625,3118.24169921875,3127.45458984375,3145.42138671875,3123.93603515625,3141.7373046875,3148.39111328125,3148.2958984375,3164.8525390625,3179.1064453125,3238.140625,3235.45947265625,3254.32763671875,3258.33154296875,3260.979248046875,3270.97021484375,3269.08837890625,,,,,,,,,,,,-97.50445556640625,-120.16218566894531,-109.69283294677734,-99.88706970214844,-90.67411804199219,-72.70716094970703,-94.192626953125,-76.39151763916016,-69.73755645751953,-69.83289337158203,-53.27616500854492,-39.022220611572266,20.01205825805664,17.330930709838867,36.1988525390625,40.20301818847656,42.85051727294922,52.841529846191406,50.95981216430664,,,,,,,,,,,,3243.143798828125,-25.015111923217773
139,2023-08-24,3082.2439,3085.987060546875,3121.94580078125,3103.263671875,3109.9423828125,3119.169189453125,3134.0498046875,3145.387451171875,3131.20703125,3151.82763671875,3150.95166015625,3147.98388671875,3160.568603515625,3178.77880859375,3237.0439453125,3236.7724609375,3257.811279296875,3258.1943359375,3257.5751953125,3274.35986328125,3266.0126953125,,,,,,,,,,,-130.30775451660156,-94.34905242919922,-113.03097534179688,-106.35255432128906,-97.12562561035156,-82.24484252929688,-70.90737915039062,-85.08792877197266,-64.46720886230469,-65.34307098388672,-68.3108901977539,-55.726261138916016,-37.51594543457031,20.74909019470215,20.477479934692383,41.51646423339844,41.899742126464844,41.28041076660156,58.06522750854492,49.71794891357422,,,,,,,,,,,3243.052001953125,-26.75726318359375
140,2023-08-25,3064.0747,3080.311279296875,3085.87841796875,3117.6220703125,3093.476318359375,3106.19921875,3111.3369140625,3128.02392578125,3140.58642578125,3123.32958984375,3147.0107421875,3154.103515625,3146.11669921875,3159.79833984375,3179.57861328125,3239.08251953125,3237.408203125,3251.3173828125,3261.6767578125,3253.260009765625,3272.17822265625,3265.498779296875,,,,,,,,,,-134.08529663085938,-128.5182342529297,-96.77449035644531,-120.92029571533203,-108.19722747802734,-103.05965423583984,-86.37255859375,-73.81025695800781,-91.06681823730469,-67.3858642578125,-60.29317092895508,-68.27984619140625,-54.59829330444336,-34.81776809692383,24.686086654663086,23.011577606201172,36.920589447021484,47.280235290527344,38.86341857910156,57.7817497253418,51.10224151611328,,,,,,,,,,3242.960205078125,-28.56361198425293
141,2023-08-26,3075.5952333333335,3069.208740234375,3078.26904296875,3083.848388671875,3125.7412109375,3101.3134765625,3102.19677734375,3116.73583984375,3125.119140625,3142.07958984375,3130.277587890625,3145.8427734375,3154.52880859375,3150.393310546875,3164.640380859375,3183.17919921875,3242.92431640625,3242.99755859375,3253.9619140625,3263.2275390625,3267.73681640625,3272.92919921875,3269.01220703125,,,,,,,,,-143.23211669921875,-134.17196655273438,-128.5924072265625,-86.69956970214844,-111.12761688232422,-110.24398803710938,-95.70499420166016,-87.32172393798828,-70.36141204833984,-82.16332244873047,-66.59809875488281,-57.911922454833984,-62.04759979248047,-47.80049514770508,-29.261531829833984,30.48336410522461,30.556711196899414,41.521053314208984,50.78685760498047,55.29592514038086,60.48841857910156,56.57133102416992,,,,,,,,,3242.8681640625,-30.427452087402344
142,2023-08-27,3087.115766666667,3074.077392578125,3068.32373046875,3082.03076171875,3088.748779296875,3128.21875,3112.5830078125,3113.163330078125,3124.29052734375,3132.592529296875,3139.77099609375,3129.24658203125,3154.85205078125,3159.142578125,3161.15087890625,3164.12255859375,3183.75,3243.3642578125,3240.38720703125,3258.826171875,3264.97802734375,3266.470703125,3273.0576171875,3271.5859375,,,,,,,,-136.35760498046875,-142.11154174804688,-128.40428161621094,-121.68633270263672,-82.21643829345703,-97.8520736694336,-97.271728515625,-86.14469146728516,-77.84258270263672,-70.66417694091797,-81.18840026855469,-55.582889556884766,-51.29240417480469,-49.284114837646484,-46.312564849853516,-26.684938430786133,32.92911911010742,29.952293395996094,48.39098358154297,54.542945861816406,56.035465240478516,62.622467041015625,61.150997161865234,,,,,,,,3242.776611328125,-32.341522216796875
143,2023-08-28,3098.6363,3082.21044921875,3073.6826171875,3069.02490234375,3080.369140625,3088.013671875,3126.998046875,3101.6201171875,3111.6787109375,3124.512939453125,3136.0654296875,3147.00732421875,3129.55712890625,3155.28369140625,3156.382568359375,3160.6630859375,3168.1142578125,3181.23681640625,3241.091796875,3238.52734375,3256.888671875,3258.9580078125,3268.5546875,3275.48291015625,3273.67138671875,,,,,,,-126.1761474609375,-134.70423889160156,-139.36175537109375,-128.01763916015625,-120.37318420410156,-81.38884735107422,-106.76675415039062,-96.7079086303711,-83.87371826171875,-72.32120513916016,-61.379337310791016,-78.82972717285156,-53.10308837890625,-52.00409698486328,-47.723628997802734,-40.27265167236328,-27.150028228759766,32.70523452758789,30.140377044677734,48.50180435180664,50.57133483886719,60.16801834106445,67.09622955322266,65.28480529785156,,,,,,,3242.684814453125,-34.29807662963867
144,2023-08-29,3135.8867,3099.50390625,3088.31591796875,3075.1357421875,3068.752685546875,3077.32763671875,3086.39892578125,3126.5380859375,3106.3515625,3107.28076171875,3126.145751953125,3130.871826171875,3143.53125,3129.02587890625,3148.546875,3154.61474609375,3162.600341796875,3162.9921875,3181.4677734375,3236.333984375,3231.8056640625,3254.56103515625,3257.9599609375,3262.98095703125,3270.370849609375,3267.19970703125,,,,,,-106.8000717163086,-117.98809814453125,-131.1685028076172,-137.5514678955078,-128.9763946533203,-119.90511322021484,-79.76610565185547,-99.95248413085938,-99.0232162475586,-80.15837097167969,-75.43231964111328,-62.77293395996094,-77.2784423828125,-57.757076263427734,-51.68939208984375,-43.70364761352539,-43.311763763427734,-24.836467742919922,30.029916763305664,25.501474380493164,48.25693130493164,51.6558723449707,56.67684555053711,64.06665802001953,60.89558792114258,,,,,,3242.593017578125,-36.28896713256836
145,2023-08-30,3137.1375,3120.916015625,3086.94384765625,3076.950927734375,3063.083984375,3064.886962890625,3070.012451171875,3083.003662109375,3117.48828125,3098.25732421875,3101.810302734375,3117.89501953125,3128.431640625,3140.0654296875,3127.99658203125,3148.82177734375,3145.1044921875,3156.55859375,3161.32666015625,3184.99365234375,3232.716796875,3238.640625,3248.015625,3255.0654296875,3258.634765625,3263.32373046875,3262.87255859375,,,,,-83.27953338623047,-117.25167083740234,-127.24471282958984,-141.11167907714844,-139.3086700439453,-134.1832275390625,-121.19198608398438,-86.7073974609375,-105.93822479248047,-102.38533020019531,-86.30050659179688,-75.7638931274414,-64.13036346435547,-76.19901275634766,-55.37386703491211,-59.091163635253906,-47.63710403442383,-42.8689079284668,-19.20213508605957,28.52130889892578,34.44511413574219,43.8200569152832,50.86988830566406,54.439056396484375,59.128196716308594,58.676963806152344,,,,,3242.50146484375,-38.3056755065918
146,2023-08-31,3119.8764,3135.253173828125,3125.552734375,3090.228515625,3083.17724609375,3065.85009765625,3068.0068359375,3081.209228515625,3085.60107421875,3127.48193359375,3095.39208984375,3107.328125,3116.16064453125,3128.598876953125,3133.5634765625,3118.543212890625,3140.8134765625,3147.3916015625,3150.449462890625,3156.6845703125,3179.9697265625,3230.892822265625,3230.755859375,3243.23388671875,3252.85546875,3256.4775390625,3256.941162109375,3260.74560546875,,,,-66.81681823730469,-76.51746368408203,-111.84150695800781,-118.89274597167969,-136.2198944091797,-134.063232421875,-120.86080169677734,-116.46916198730469,-74.58818054199219,-106.67793273925781,-94.74174499511719,-85.9095687866211,-73.47107696533203,-68.50647735595703,-83.52681732177734,-61.256656646728516,-54.678462982177734,-51.620513916015625,-45.385433197021484,-22.100360870361328,28.822832107543945,28.685810089111328,41.16401290893555,50.78538513183594,54.407470703125,54.87114334106445,58.67577362060547,,,,3242.409423828125,-40.33942794799805
147,2023-09-01,3133.2467,3130.19482421875,3144.23583984375,3133.93017578125,3091.04248046875,3077.673828125,3071.0283203125,3063.820068359375,3077.69189453125,3078.06591796875,3125.122802734375,3098.2734375,3107.370361328125,3115.276123046875,3128.30712890625,3139.927490234375,3127.5966796875,3140.213623046875,3147.1181640625,3149.371337890625,3154.794677734375,3174.101806640625,3222.7529296875,3227.345947265625,3240.38818359375,3244.89453125,3255.10546875,3262.50146484375,3255.37451171875,,,-69.74171447753906,-55.700584411621094,-66.00639343261719,-108.89374542236328,-122.26264190673828,-128.9082794189453,-136.11636352539062,-122.2444839477539,-121.87044525146484,-74.81371307373047,-101.66316986083984,-92.56607818603516,-84.66033935546875,-71.62934112548828,-60.0088996887207,-72.33992767333984,-59.72281265258789,-52.81814956665039,-50.56504821777344,-45.14178466796875,-25.83464241027832,22.816627502441406,27.4095458984375,40.45158004760742,44.958091735839844,55.16905975341797,62.565059661865234,55.437992095947266,,,3242.31787109375,-42.38123321533203
148,2023-09-02,3147.8512333333333,3135.390625,3130.53125,3139.646728515625,3130.9755859375,3096.50244140625,3075.68798828125,3067.3916015625,3069.720703125,3086.448486328125,3087.35791015625,3121.08154296875,3097.103515625,3106.1689453125,3123.80908203125,3130.1640625,3139.23046875,3122.225830078125,3149.361328125,3149.045654296875,3157.14501953125,3152.365234375,3180.82470703125,3225.9296875,3226.5048828125,3245.4677734375,3249.82470703125,3247.780517578125,3258.1982421875,3251.28857421875,,-62.413143157958984,-67.27259826660156,-58.15708541870117,-66.82825469970703,-101.30158233642578,-122.11602783203125,-130.4122772216797,-128.08326721191406,-111.35531616210938,-110.44603729248047,-76.72209930419922,-100.70039367675781,-91.63481903076172,-73.99465942382812,-67.63977813720703,-58.57322692871094,-75.57798767089844,-48.44253158569336,-48.7581787109375,-40.658817291259766,-45.438514709472656,-16.979114532470703,28.125755310058594,28.701019287109375,47.66391372680664,52.02096939086914,49.976585388183594,60.394264221191406,53.48455047607422,,3242.225830078125,-44.421993255615234
149,2023-09-03,3162.455766666667,3143.11328125,3128.8017578125,3125.357177734375,3140.205078125,3134.76123046875,3096.3681640625,3084.5224609375,3066.1083984375,3063.09033203125,3081.135498046875,3087.54541015625,3124.710205078125,3102.81787109375,3109.61962890625,3115.6748046875,3124.4365234375,3138.852294921875,3114.89208984375,3137.978515625,3141.3095703125,3152.289306640625,3152.296875,3175.97509765625,3223.11572265625,3222.3330078125,3239.12255859375,3240.561767578125,3248.6884765625,3258.466064453125,3251.255615234375,-52.56819152832031,-66.87968444824219,-70.32427978515625,-55.47658157348633,-60.92036437988281,-99.31346893310547,-111.15918731689453,-129.57333374023438,-132.59130859375,-114.54598236083984,-108.13630676269531,-70.97128295898438,-92.86371612548828,-86.06182861328125,-80.00669860839844,-71.24502563476562,-56.8292121887207,-80.78956604003906,-57.70317459106445,-54.37202835083008,-43.39215850830078,-43.38471221923828,-19.706287384033203,27.434228897094727,26.651519775390625,43.441097259521484,44.88026428222656,53.00697708129883,62.78450393676758,55.574012756347656,3242.134033203125,-46.45254898071289
150,2023-09-04,3177.0603,3161.58642578125,3137.1298828125,3136.65234375,3130.091552734375,3139.80029296875,3134.0771484375,3092.8310546875,3082.545654296875,3068.599853515625,3070.724365234375,3081.7451171875,3085.6748046875,3119.060546875,3098.36328125,3109.0703125,3117.745849609375,3125.80224609375,3129.6943359375,3120.1083984375,3138.45166015625,3142.52490234375,3144.160400390625,3151.43603515625,3172.2822265625,3219.685546875,3219.577392578125,3241.49365234375,3241.3349609375,3245.85888671875,3252.62744140625,-31.992170333862305,-56.44878005981445,-56.926353454589844,-63.487003326416016,-53.778160095214844,-59.501258850097656,-100.74732971191406,-111.0328598022461,-124.9786605834961,-122.85415649414062,-111.83341979980469,-107.90364837646484,-74.51781463623047,-95.21525573730469,-84.5082778930664,-75.83263397216797,-67.77644348144531,-63.88433074951172,-73.47006225585938,-55.126708984375,-51.053714752197266,-49.41817092895508,-42.14249801635742,-21.296180725097656,26.107032775878906,25.99886703491211,47.915103912353516,47.756553649902344,52.28043746948242,59.048946380615234,3242.04248046875,-48.46379089355469
151,2023-09-05,3154.3693,3166.635986328125,3166.435546875,3142.96142578125,3133.06884765625,3123.76611328125,3133.4140625,3123.74365234375,3089.22216796875,3076.775390625,3058.882080078125,3058.8349609375,3073.482421875,3082.896484375,3111.650146484375,3096.890625,3106.35498046875,3114.556640625,3134.059326171875,3130.6669921875,3115.4345703125,3133.33984375,3139.79541015625,3141.916015625,3147.326904296875,3162.7890625,3212.843017578125,3214.2119140625,3233.41650390625,3238.02294921875,3242.5537109375,-24.867813110351562,-25.06844711303711,-48.54231262207031,-58.43503952026367,-67.73763275146484,-58.089683532714844,-67.76025390625,-102.28187561035156,-114.7286605834961,-132.621826171875,-132.66905212402344,-118.02143096923828,-108.6075210571289,-79.85371398925781,-94.61308288574219,-85.14904022216797,-76.94700622558594,-57.444580078125,-60.83697509765625,-76.06935119628906,-58.16389465332031,-51.708595275878906,-49.587703704833984,-44.176963806152344,-28.714881896972656,21.339147567749023,22.707834243774414,41.912452697753906,46.519168853759766,51.04970932006836,3241.95068359375,-50.44670486450195
152,2023-09-06,3158.0769,3152.140380859375,3163.9345703125,3141.333984375,3125.26220703125,3120.519775390625,3115.8662109375,3128.4287109375,3115.7158203125,3077.1953125,3072.008544921875,3061.873046875,3057.982421875,3075.842529296875,3083.3134765625,3119.951171875,3096.212158203125,3100.4677734375,3109.493408203125,3119.6171875,3123.7998046875,3111.56884765625,3128.09521484375,3130.669677734375,3133.9306640625,3147.213623046875,3166.56201171875,3205.57470703125,3209.78173828125,3224.2509765625,3236.47509765625,-37.325870513916016,-25.53169822692871,-48.132511138916016,-64.20397186279297,-68.94645690917969,-73.60002899169922,-61.0374870300293,-73.75030517578125,-112.27092742919922,-117.45780944824219,-127.59318542480469,-131.4838409423828,-113.62371063232422,-106.15264892578125,-69.51522064208984,-93.25413513183594,-88.99836730957031,-79.97285461425781,-69.84910583496094,-65.6663818359375,-77.89724731445312,-61.37106704711914,-58.796573638916016,-55.53557205200195,-42.25270462036133,-22.904125213623047,16.108341217041016,20.31561851501465,34.78477478027344,47.00873565673828,3241.85888671875,-52.392433166503906
153,2023-09-07,3122.3523,3156.14501953125,3147.328857421875,3168.3466796875,3151.727783203125,3128.60498046875,3124.199462890625,3122.17138671875,3139.006103515625,3129.822265625,3087.00439453125,3075.330810546875,3064.23193359375,3056.40673828125,3080.76220703125,3073.616455078125,3117.903076171875,3101.622314453125,3094.0458984375,3115.15380859375,3125.07666015625,3134.967041015625,3113.9873046875,3133.811279296875,3135.19873046875,3141.7119140625,3144.88037109375,3170.184326171875,3210.54931640625,3215.3427734375,3227.712890625,-31.329376220703125,-40.14552307128906,-19.127717971801758,-35.746578216552734,-58.869483947753906,-63.274967193603516,-65.30318450927734,-48.468414306640625,-57.65218734741211,-100.47000122070312,-112.14363861083984,-123.24258422851562,-131.06776428222656,-106.71215057373047,-113.85799407958984,-69.57136535644531,-85.85214233398438,-93.42860412597656,-72.32069396972656,-62.39779281616211,-52.507408142089844,-73.48707580566406,-53.66316604614258,-52.2757682800293,-45.76251983642578,-42.59404373168945,-17.29005241394043,23.07491111755371,27.868349075317383,40.23838424682617,3241.766845703125,-54.292423248291016
154,2023-09-08,3116.7191,3134.892578125,3166.037109375,3158.916748046875,3170.37744140625,3159.21630859375,3139.03759765625,3133.705078125,3120.490478515625,3138.515625,3123.76416015625,3090.95361328125,3077.896484375,3065.87109375,3058.270751953125,3088.13916015625,3081.17041015625,3117.94384765625,3099.8271484375,3103.90625,3117.542724609375,3115.21728515625,3131.5576171875,3115.2822265625,3131.5986328125,3133.9794921875,3140.277099609375,3151.2919921875,3168.4541015625,3215.96142578125,3217.58837890625,-50.644020080566406,-19.499414443969727,-26.62000274658203,-15.159380912780762,-26.320510864257812,-46.49898910522461,-51.83154296875,-65.04627990722656,-47.02104568481445,-61.772647857666016,-94.58299255371094,-107.6402816772461,-119.66565704345703,-127.26605987548828,-97.39742279052734,-104.3664321899414,-67.5929946899414,-85.70965576171875,-81.63040161132812,-67.99395751953125,-70.31941986083984,-53.979156494140625,-70.25469207763672,-53.9382438659668,-51.55740737915039,-45.25960159301758,-34.24481964111328,-17.082548141479492,30.424585342407227,32.05146789550781,3241.675048828125,-56.13835525512695
155,2023-09-09,3125.405733333333,3121.175537109375,3134.0634765625,3160.20458984375,3159.62890625,3170.77099609375,3160.42578125,3132.83935546875,3134.817138671875,3121.8779296875,3136.94287109375,3123.983154296875,3086.37353515625,3073.519775390625,3063.9560546875,3056.833251953125,3091.71337890625,3083.440673828125,3129.732421875,3102.2890625,3102.07763671875,3115.99462890625,3126.51318359375,3126.595458984375,3119.021484375,3130.53955078125,3133.591552734375,3127.595703125,3141.03369140625,3163.96630859375,3210.51123046875,-62.485443115234375,-49.59755325317383,-23.456377029418945,-24.032203674316406,-12.889822959899902,-23.235227584838867,-50.82156753540039,-48.84375762939453,-61.783111572265625,-46.718177795410156,-59.67786407470703,-97.28754425048828,-110.14119720458984,-119.70474243164062,-126.82769012451172,-91.9474868774414,-100.22023010253906,-53.928565979003906,-81.37190246582031,-81.5831298828125,-67.6664810180664,-57.147911071777344,-57.06550979614258,-64.63953399658203,-53.12150573730469,-50.06943893432617,-56.065372467041016,-42.627349853515625,-19.694530487060547,26.85016632080078,3241.58349609375,-57.92237854003906
156,2023-09-10,3134.0923666666667,3123.21044921875,3115.606201171875,3129.4208984375,3159.54443359375,3162.7314453125,3163.576416015625,3158.361083984375,3136.086669921875,3129.57470703125,3128.66015625,3139.45068359375,3121.125,3087.79736328125,3075.5078125,3059.56103515625,3057.02392578125,3080.28662109375,3080.826416015625,3119.154296875,3095.724609375,3107.65234375,3109.025146484375,3131.16259765625,3124.806640625,3112.498779296875,3127.59375,3130.830078125,3136.343505859375,3138.609375,3158.526123046875,-58.644100189208984,-66.24836730957031,-52.43376922607422,-22.3100643157959,-19.123329162597656,-18.27821922302246,-23.493432998657227,-45.76799011230469,-52.279945373535156,-53.19437026977539,-42.40385818481445,-60.729705810546875,-94.05732727050781,-106.34680938720703,-122.29376220703125,-124.83062744140625,-101.56783294677734,-101.02816009521484,-62.70027160644531,-86.12981414794922,-74.202392578125,-72.82945251464844,-50.69206237792969,-57.04792022705078,-69.35580444335938,-54.260963439941406,-51.024635314941406,-45.51107406616211,-43.24513626098633,-23.328401565551758,3241.49169921875,-59.63701248168945
